"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"CEP110","Previous symbol","CNTRL","centriolin","HGNC:1858","9q33.2"
"FAM173A","Previous symbol","ANTKMT","adenine nucleotide translocase lysine methyltransferase","HGNC:14152","16p13.3"
"LOC285550","Unmatched","","","",""
"C3orf42","Previous symbol","LINC00852","long intergenic non-protein coding RNA 852","HGNC:29904","3p25.3"
"C4orf39","Previous symbol","FAM218A","family with sequence similarity 218 member A","HGNC:26466","4q32.3"
"LOC349408","Unmatched","","","",""
"C2orf29","Previous symbol","CNOT11","CCR4-NOT transcription complex subunit 11","HGNC:25217","2q11.2"
"C14orf139","Previous symbol","SYNE3","spectrin repeat containing nuclear envelope family member 3","HGNC:19861","14q32.13"
"C7orf64","Previous symbol","RBM48","RNA binding motif protein 48","HGNC:21785","7q21.2"
"FAM82A2","Previous symbol","RMDN3","regulator of microtubule dynamics 3","HGNC:25550","15q15.1"
"SFRS4","Previous symbol","SRSF4","serine and arginine rich splicing factor 4","HGNC:10786","1p35.3"
"FLJ31306","Alias symbol","PSMA3-AS1","PSMA3 antisense RNA 1","HGNC:26445","14q23.1"
"LOC441046","Unmatched","","","",""
"PRR21","Approved symbol","PRR21","proline rich 21","HGNC:33866","2q37.3"
"C20orf7","Previous symbol","NDUFAF5","NADH:ubiquinone oxidoreductase complex assembly factor 5","HGNC:15899","20p12.1"
"C14orf33","Previous symbol","KTN1-AS1","KTN1 antisense RNA 1","HGNC:19842","14q22.3"
"C20orf132","Previous symbol","MROH8","maestro heat like repeat family member 8","HGNC:16125","20q11.23"
"C9orf114","Previous symbol","SPOUT1","SPOUT domain containing methyltransferase 1","HGNC:26933","9q34.11"
"MIR203","Previous symbol","MIR203A","microRNA 203a","HGNC:31581","14q32.33"
"FAM84B","Previous symbol","LRATD2","LRAT domain containing 2","HGNC:24166","8q24.21"
"HSPC157","Alias symbol","LINC00339","long intergenic non-protein coding RNA 339","HGNC:25011","1p36.12"
"KIAA1383","Previous symbol","MAP10","microtubule associated protein 10","HGNC:29265","1q42.2"
"C12orf52","Previous symbol","RITA1","RBPJ interacting and tubulin associated 1","HGNC:25925","12q24.13"
"LOC100133893","Unmatched","","","",""
"LOC100009676","Unmatched","","","",""
"C4orf27","Previous symbol","HPF1","histone PARylation factor 1","HGNC:26051","4q33"
"KIAA1310","Previous symbol","KANSL3","KAT8 regulatory NSL complex subunit 3","HGNC:25473","2q11.2"
"WISP2","Previous symbol","CCN5","cellular communication network factor 5","HGNC:12770","20q13.12"
"LOC646851","Unmatched","","","",""
"FAM183B","Previous symbol","FAM183BP","family with sequence similarity 183 member B, pseudogene","HGNC:34511","7p14.1"
"GUCY2G","Previous symbol","GUCY2GP","guanylate cyclase 2G, pseudogene","HGNC:31863","10q25.2"
"FAM179B","Previous symbol","TOGARAM1","TOG array regulator of axonemal microtubules 1","HGNC:19959","14q21.2"
"C15orf38","Previous symbol","ARPIN","actin related protein 2/3 complex inhibitor","HGNC:28782","15q26.1"
"C10orf75","Previous symbol","OLMALINC","oligodendrocyte maturation-associated long intergenic non-coding RNA","HGNC:28060","10q24.31"
"WAPAL","Previous symbol","WAPL","WAPL cohesin release factor","HGNC:23293","10q23.2"
"C6orf182","Previous symbol","CEP57L1","centrosomal protein 57 like 1","HGNC:21561","6q21"
"METT11D1","Previous symbol","METTL17","methyltransferase like 17","HGNC:19280","14q11.2"
"RAGE","Previous symbol","MOK","MOK protein kinase","HGNC:9833","14q32.31"
"RAGE","Alias symbol","AGER","advanced glycosylation end-product specific receptor","HGNC:320","6p21.32"
"IMP5","Alias symbol","SPPL2C","signal peptide peptidase like 2C","HGNC:28902","17q21.31"
"TMEM194A","Previous symbol","NEMP1","nuclear envelope integral membrane protein 1","HGNC:29001","12q13.3"
"PMS2L1","Previous symbol","PMS2P1","PMS1 homolog 2, mismatch repair system component pseudogene 1","HGNC:9123","7q22.1"
"C20orf134","Previous symbol","ACTL10","actin like 10","HGNC:16127","20q11.22"
"MCM3APAS","Previous symbol","MCM3AP-AS1","MCM3AP antisense RNA 1","HGNC:16417","21q22.3"
"C21orf56","Previous symbol","SPATC1L","spermatogenesis and centriole associated 1 like","HGNC:1298","21q22.3"
"C9orf142","Previous symbol","PAXX","PAXX non-homologous end joining factor","HGNC:27849","9q34.3"
"RARRES3","Previous symbol","PLAAT4","phospholipase A and acyltransferase 4","HGNC:9869","11q12.3"
"LOC100272217","Unmatched","","","",""
"TARS","Previous symbol","TARS1","threonyl-tRNA synthetase 1","HGNC:11572","5p13.3"
"UFD1L","Previous symbol","UFD1","ubiquitin recognition factor in ER associated degradation 1","HGNC:12520","22q11.21"
"C19orf24","Previous symbol","FAM174C","family with sequence similarity 174 member C","HGNC:26073","19p13.3"
"C10orf12","Previous symbol","LCOR","ligand dependent nuclear receptor corepressor","HGNC:29503","10q24.1"
"CCDC58","Previous symbol","MIX23","mitochondrial matrix import factor 23","HGNC:31136","3q21.1"
"CCDC76","Previous symbol","TRMT13","tRNA methyltransferase 13 homolog","HGNC:25502","1p21.2"
"CYP2B7P1","Previous symbol","CYP2B7P","cytochrome P450 family 2 subfamily B member 7, pseudogene","HGNC:2616","19q13.2"
"LOC723809","Unmatched","","","",""
"MRP63","Previous symbol","MRPL57","mitochondrial ribosomal protein L57","HGNC:14514","13q12.11"
"C6orf211","Previous symbol","ARMT1","acidic residue methyltransferase 1","HGNC:17872","6q25.1"
"C14orf135","Previous symbol","PCNX4","pecanex 4","HGNC:20349","14q23.1"
"SNX26","Previous symbol","ARHGAP33","Rho GTPase activating protein 33","HGNC:23085","19q13.12"
"CXorf41","Previous symbol","DNAAF6","dynein axonemal assembly factor 6","HGNC:28570","Xq22.3"
"C14orf149","Previous symbol","L3HYPDH","trans-L-3-hydroxyproline dehydratase","HGNC:20488","14q23.1"
"CCDC72","Previous symbol","TMA7","translation machinery associated 7 homolog","HGNC:26932","3p21.31"
"C5orf35","Previous symbol","SETD9","SET domain containing 9","HGNC:28508","5q11.2"
"EIF2C3","Previous symbol","AGO3","argonaute RISC catalytic component 3","HGNC:18421","1p34.3"
"LOC285593","Unmatched","","","",""
"C20orf20","Previous symbol","MRGBP","MRG domain binding protein","HGNC:15866","20q13.33"
"C9orf130","Previous symbol","ERCC6L2-AS1","ERCC6L2 antisense RNA 1","HGNC:27858","9q22.32"
"ATPIF1","Previous symbol","ATP5IF1","ATP synthase inhibitory factor subunit 1","HGNC:871","1p35.3"
"LOC729121","Unmatched","","","",""
"TMEM20","Previous symbol","SLC35G1","solute carrier family 35 member G1","HGNC:26607","10q23.33"
"CCDC11","Previous symbol","CFAP53","cilia and flagella associated protein 53","HGNC:26530","18q21.1"
"GATSL3","Previous symbol","CASTOR1","cytosolic arginine sensor for mTORC1 subunit 1","HGNC:34423","22q12.2"
"CCDC45","Previous symbol","CEP95","centrosomal protein 95","HGNC:25141","17q23.3"
"FLJ44635","Unmatched","","","",""
"NHEDC1","Previous symbol","SLC9B1","solute carrier family 9 member B1","HGNC:24244","4q24"
"C17orf55","Previous symbol","LINC00482","long intergenic non-protein coding RNA 482","HGNC:26816","17q25.3"
"CSTT","Alias symbol","CST13P","cystatin 13, pseudogene","HGNC:44335","20p11.21"
"LOC100131801","Unmatched","","","",""
"C1orf63","Previous symbol","RSRP1","arginine and serine rich protein 1","HGNC:25234","1p36.11"
"CFLP1","Previous symbol","CFL1P1","cofilin 1 pseudogene 1","HGNC:28560","10q23.31"
"C9orf37","Previous symbol","ARRDC1-AS1","ARRDC1 antisense RNA 1","HGNC:23395","9q34.3"
"TCTE3","Previous symbol","DYNLT2","dynein light chain Tctex-type 2","HGNC:11695","6q27"
"FRG1B","Previous symbol","FRG1BP","FSHD region gene 1 family member B, pseudogene","HGNC:15792","20q11.1"
"LOC84989","Unmatched","","","",""
"KIAA0391","Previous symbol","PRORP","protein only RNase P catalytic subunit","HGNC:19958","14q13.2"
"FAM116A","Previous symbol","DENND6A","DENN domain containing 6A","HGNC:26635","3p14.3"
"CCDC55","Previous symbol","NSRP1","nuclear speckle splicing regulatory protein 1","HGNC:25305","17q11.2"
"KIAA1826","Previous symbol","MSANTD4","Myb/SANT DNA binding domain containing 4 with coiled-coils","HGNC:29383","11q22.3"
"HIST1H2AH","Previous symbol","H2AC12","H2A clustered histone 12","HGNC:13671","6p22.1"
"ROD1","Previous symbol","PTBP3","polypyrimidine tract binding protein 3","HGNC:10253","9q32"
"LOC100329109","Unmatched","","","",""
"C2orf51","Previous symbol","TEX37","testis expressed 37","HGNC:26341","2p11.2"
"PAPD4","Previous symbol","TENT2","terminal nucleotidyltransferase 2","HGNC:26776","5q14.1"
"C20orf70","Previous symbol","BPIFA2","BPI fold containing family A member 2","HGNC:16203","20q11.21"
"ELP2P","Alias symbol","DBIL5P","diazepam binding inhibitor-like 5, pseudogene","HGNC:38519","17p13.3"
"OBFC2A","Previous symbol","NABP1","nucleic acid binding protein 1","HGNC:26232","2q32.3"
"RQCD1","Previous symbol","CNOT9","CCR4-NOT transcription complex subunit 9","HGNC:10445","2q35"
"C14orf2","Previous symbol","ATP5MJ","ATP synthase membrane subunit j","HGNC:1188","14q32.33"
"C8orf37","Previous symbol","CFAP418","cilia and flagella associated protein 418","HGNC:27232","8q22.1"
"LOC153910","Unmatched","","","",""
"TOP1P2","Approved symbol","TOP1P2","DNA topoisomerase I pseudogene 2","HGNC:11988","22q11.23"
"MGC3771","Alias symbol","ZNF205-AS1","ZNF205 antisense RNA 1","HGNC:28586","16p13.3"
"FAM86C","Previous symbol","FAM86C1P","family with sequence similarity 86 member C1, pseudogene","HGNC:25561","11q13.4"
"MLF1IP","Previous symbol","CENPU","centromere protein U","HGNC:21348","4q35.1"
"C19orf23","Previous symbol","CIRBP-AS1","CIRBP antisense RNA 1","HGNC:28588","19p13.3"
"LOC728190","Unmatched","","","",""
"LOC439994","Unmatched","","","",""
"PMS2L5","Previous symbol","PMS2P5","PMS1 homolog 2, mismatch repair system component pseudogene 5","HGNC:9130","7q11.23"
"HRSP12","Previous symbol","RIDA","reactive intermediate imine deaminase A homolog","HGNC:16897","8q22.2"
"C20orf185","Previous symbol","BPIFB3","BPI fold containing family B member 3","HGNC:16178","20q11.21"
"FAM136B","Previous symbol","FAM136BP","family with sequence similarity 136 member B, pseudogene","HGNC:21110","6p25.2"
"CDRT15P","Previous symbol","CDRT15P1","CDRT15 pseudogene 1","HGNC:33168","17p12"
"KTELC1","Previous symbol","POGLUT1","protein O-glucosyltransferase 1","HGNC:22954","3q13.33"
"FAM175A","Previous symbol","ABRAXAS1","abraxas 1, BRCA1 A complex subunit","HGNC:25829","4q21.23"
"C9orf7","Previous symbol","CACFD1","calcium channel flower domain containing 1","HGNC:1365","9q34.2"
"LOC338799","Unmatched","","","",""
"FAM198B","Previous symbol","GASK1B","golgi associated kinase 1B","HGNC:25312","4q32.1"
"LOC440944","Unmatched","","","",""
"MGC2889","Unmatched","","","",""
"HRASLS","Previous symbol","PLAAT1","phospholipase A and acyltransferase 1","HGNC:14922","3q29"
"C1orf223","Previous symbol","TEX38","testis expressed 38","HGNC:29589","1p33"
"LOC442293","Unmatched","","","",""
"C1orf135","Previous symbol","AUNIP","aurora kinase A and ninein interacting protein","HGNC:28363","1p36.11"
"SLC35E2","Previous symbol","SLC35E2A","solute carrier family 35 member E2A","HGNC:20863","1p36.33"
"LOC388946","Unmatched","","","",""
"TMEM55B","Previous symbol","PIP4P1","phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1","HGNC:19299","14q11.2"
"CXorf40A","Previous symbol","EOLA1","endothelium and lymphocyte associated ASCH domain 1","HGNC:28089","Xq28"
"KIAA1370","Previous symbol","ATOSA","atos homolog A","HGNC:25609","15q21.2-q21.3"
"ZCCHC6","Previous symbol","TUT7","terminal uridylyl transferase 7","HGNC:25817","9q21.33"
"C11orf67","Previous symbol","AAMDC","adipogenesis associated Mth938 domain containing","HGNC:30205","11q14.1"
"ATP5C1","Previous symbol","ATP5F1C","ATP synthase F1 subunit gamma","HGNC:833","10p14"
"KIAA1908","Alias symbol","PSMG3-AS1","PSMG3 antisense RNA 1 (head to head)","HGNC:22230","7p22.3"
"ATP5L2","Previous symbol","ATP5MGL","ATP synthase membrane subunit g like","HGNC:13213","22q13.2"
"ATP5S","Previous symbol","DMAC2L","distal membrane arm assembly component 2 like","HGNC:18799","14q21.3"
"ORC1L","Previous symbol","ORC1","origin recognition complex subunit 1","HGNC:8487","1p32.3"
"ORC3L","Previous symbol","ORC3","origin recognition complex subunit 3","HGNC:8489","6q15"
"BOD1L","Previous symbol","BOD1L1","biorientation of chromosomes in cell division 1 like 1","HGNC:31792","4p15.33"
"C22orf41","Previous symbol","SYCE3","synaptonemal complex central element protein 3","HGNC:35245","22q13.33"
"TMSL3","Previous symbol","TMSB4XP8","TMSB4X pseudogene 8","HGNC:11885","4q22.1"
"C1orf58","Previous symbol","BROX","BRO1 domain and CAAX motif containing","HGNC:26512","1q41"
"GIYD1","Previous symbol","SLX1A","SLX1 homolog A, structure-specific endonuclease subunit","HGNC:20922","16p11.2"
"GIYD2","Previous symbol","SLX1B","SLX1 homolog B, structure-specific endonuclease subunit","HGNC:28748","16p11.2"
"ATPBD4","Previous symbol","DPH6","diphthamine biosynthesis 6","HGNC:30543","15q14"
"NCRNA00160","Previous symbol","LINC00160","long intergenic non-protein coding RNA 160","HGNC:1294","21q22.12"
"LOC162632","Unmatched","","","",""
"LOC100129396","Unmatched","","","",""
"DDX26B","Previous symbol","INTS6L","integrator complex subunit 6 like","HGNC:27334","Xq26.3"
"FAM36A","Previous symbol","COX20","cytochrome c oxidase assembly factor COX20","HGNC:26970","1q44"
"C2orf3","Previous symbol","GCFC2","GC-rich sequence DNA-binding factor 2","HGNC:1317","2p12"
"C21orf88","Previous symbol","B3GALT5-AS1","B3GALT5 antisense RNA 1","HGNC:16424","21q22.2"
"C10orf104","Previous symbol","ANAPC16","anaphase promoting complex subunit 16","HGNC:26976","10q22.1"
"C3orf77","Previous symbol","TOPAZ1","testis and ovary specific TOPAZ 1","HGNC:24746","3p21.31"
"MOBKL2A","Previous symbol","MOB3A","MOB kinase activator 3A","HGNC:29802","19p13.3"
"C18orf19","Previous symbol","FAM210A","family with sequence similarity 210 member A","HGNC:28346","18p11.21"
"LOC200030","Unmatched","","","",""
"C2orf86","Previous symbol","WDPCP","WD repeat containing planar cell polarity effector","HGNC:28027","2p15"
"PET112L","Previous symbol","GATB","glutamyl-tRNA amidotransferase subunit B","HGNC:8849","4q31.3"
"KIAA0528","Previous symbol","C2CD5","C2 calcium dependent domain containing 5","HGNC:29062","12p12.1"
"LOC144486","Unmatched","","","",""
"C8orf41","Previous symbol","TTI2","TELO2 interacting protein 2","HGNC:26262","8p12"
"TMEM149","Previous symbol","IGFLR1","IGF like family receptor 1","HGNC:23620","19q13.12"
"FAM134C","Previous symbol","RETREG3","reticulophagy regulator family member 3","HGNC:27258","17q21.2"
"C14orf118","Previous symbol","GPATCH2L","G-patch domain containing 2 like","HGNC:20210","14q24.3"
"LOC143188","Unmatched","","","",""
"PRR24","Previous symbol","INAFM1","InaF motif containing 1","HGNC:27406","19q13.32"
"C9orf91","Previous symbol","TMEM268","transmembrane protein 268","HGNC:24513","9q32"
"C22orf26","Previous symbol","PRR34","PRR34 long non-coding RNA","HGNC:25606","22q13.31"
"FAM71C","Previous symbol","GARIN6","golgi associated RAB2 interactor family member 6","HGNC:28594","12q23.1"
"SEPT13","Previous symbol","SEPTIN7P2","septin 7 pseudogene 2","HGNC:32339","7p12.3"
"LOC339290","Unmatched","","","",""
"C18orf18","Previous symbol","LINC00526","long intergenic non-protein coding RNA 526","HGNC:28278","18p11.31"
"ZNF37B","Previous symbol","ZNF37BP","zinc finger protein 37B, pseudogene","HGNC:13103","10q11.21"
"C12orf41","Previous symbol","KANSL2","KAT8 regulatory NSL complex subunit 2","HGNC:26024","12q13.11"
"FAM115C","Previous symbol","TCAF2","TRPM8 channel associated factor 2","HGNC:26878","7q35"
"SDCCAG1","Previous symbol","NEMF","nuclear export mediator factor","HGNC:10663","14q21.3"
"WDR45L","Previous symbol","WDR45B","WD repeat domain 45B","HGNC:25072","17q25.3"
"NCRNA00173","Previous symbol","LINC00173","long intergenic non-protein coding RNA 173","HGNC:33791","12q24.22"
"LOC729467","Unmatched","","","",""
"C1orf27","Previous symbol","ODR4","odr-4 GPCR localization factor homolog","HGNC:24299","1q31.1"
"C1orf156","Previous symbol","METTL18","methyltransferase like 18","HGNC:28793","1q24.2"
"TMEM57","Previous symbol","MACO1","macoilin 1","HGNC:25572","1p36.11"
"XAGE1E","Previous symbol","XAGE1B","X antigen family member 1B","HGNC:25400","Xp11.22"
"XAGE1C","Previous symbol","XAGE1B","X antigen family member 1B","HGNC:25400","Xp11.22"
"XAGE1D","Previous symbol","XAGE1B","X antigen family member 1B","HGNC:25400","Xp11.22"
"LOC492303","Unmatched","","","",""
"SYT14L","Previous symbol","SYT14P1","synaptotagmin 14 pseudogene 1","HGNC:33429","4q13.2"
"SYT14L","Previous symbol","SYT16","synaptotagmin 16","HGNC:23142","14q23.2"
"C10orf137","Previous symbol","EDRF1","erythroid differentiation regulatory factor 1","HGNC:24640","10q26.2"
"C20orf24","Previous symbol","RAB5IF","RAB5 interacting factor","HGNC:15870","20q11.23"
"IKBKAP","Previous symbol","ELP1","elongator acetyltransferase complex subunit 1","HGNC:5959","9q31.3"
"C6orf162","Previous symbol","SMIM8","small integral membrane protein 8","HGNC:21401","6q15"
"C21orf129","Previous symbol","LINC00479","long intergenic non-protein coding RNA 479","HGNC:19727","21q22.3"
"NCRNA00112","Previous symbol","LINC00112","long intergenic non-protein coding RNA 112","HGNC:1263","21q22.3"
"FAM108B1","Previous symbol","ABHD17B","abhydrolase domain containing 17B, depalmitoylase","HGNC:24278","9q21.13"
"TTRAP","Previous symbol","TDP2","tyrosyl-DNA phosphodiesterase 2","HGNC:17768","6p22.3"
"NT5C3","Previous symbol","NT5C3A","5'-nucleotidase, cytosolic IIIA","HGNC:17820","7p14.3"
"LAMB2L","Previous symbol","LAMB2P1","laminin subunit beta 2 pseudogene 1","HGNC:6488","3p21.31"
"PRO0611","Unmatched","","","",""
"GPR97","Previous symbol","ADGRG3","adhesion G protein-coupled receptor G3","HGNC:13728","16q21"
"GUSBL2","Previous symbol","GUSBP4","GUSB pseudogene 4","HGNC:18220","6p11.2"
"C13orf23","Previous symbol","PROSER1","proline and serine rich 1","HGNC:20291","13q13.3"
"LOC285456","Unmatched","","","",""
"LOC152217","Unmatched","","","",""
"RPL19P12","Approved symbol","RPL19P12","ribosomal protein L19 pseudogene 12","HGNC:36047","7q22.1"
"RG9MTD1","Previous symbol","TRMT10C","tRNA methyltransferase 10C, mitochondrial RNase P subunit","HGNC:26022","3q12.3"
"C11orf10","Previous symbol","TMEM258","transmembrane protein 258","HGNC:1164","11q12.2"
"PDXDC2","Previous symbol","PDXDC2P","pyridoxal dependent decarboxylase domain containing 2, pseudogene","HGNC:27559","16q22.1"
"IL28A","Previous symbol","IFNL2","interferon lambda 2","HGNC:18364","19q13.2"
"FLJ40292","Alias symbol","EHMT1","euchromatic histone lysine methyltransferase 1","HGNC:24650","9q34.3"
"SEPX1","Previous symbol","MSRB1","methionine sulfoxide reductase B1","HGNC:14133","16p13.3"
"ZNF259","Previous symbol","ZPR1","ZPR1 zinc finger","HGNC:13051","11q23.3"
"C6orf192","Previous symbol","SLC18B1","solute carrier family 18 member B1","HGNC:21573","6q23.2"
"C19orf42","Previous symbol","SMIM7","small integral membrane protein 7","HGNC:28419","19p13.11"
"C14orf72","Previous symbol","LINC00239","long intergenic non-protein coding RNA 239","HGNC:20119","14q32.31"
"LOC144571","Unmatched","","","",""
"C20orf4","Previous symbol","AAR2","AAR2 splicing factor","HGNC:15886","20q11.23"
"CIDECP","Previous symbol","CIDECP1","CIDEC pseudogene 1","HGNC:24230","3p25.3"
"CCDC53","Previous symbol","WASHC3","WASH complex subunit 3","HGNC:24256","12q23.2"
"FLJ10661","Alias symbol","FAM86C1P","family with sequence similarity 86 member C1, pseudogene","HGNC:25561","11q13.4"
"LOC646813","Unmatched","","","",""
"C7orf38","Previous symbol","FAM200A","family with sequence similarity 200 member A","HGNC:25401","7q22.1"
"LOC440896","Unmatched","","","",""
"CN5H6.4","Unmatched","","","",""
"LOC100288730","Unmatched","","","",""
"GPR114","Previous symbol","ADGRG5","adhesion G protein-coupled receptor G5","HGNC:19010","16q21"
"LOC284440","Unmatched","","","",""
"HGC6.3","Unmatched","","","",""
"C1orf151","Previous symbol","MICOS10","mitochondrial contact site and cristae organizing system subunit 10","HGNC:32068","1p36.13"
"PSIMCT-1","Alias symbol","MCTS2","MCTS family member 2","HGNC:49760","20q11.21"
"C7orf42","Previous symbol","TMEM248","transmembrane protein 248","HGNC:25476","7q11.21"
"LOC284578","Unmatched","","","",""
"METTL10","Previous symbol","EEF1AKMT2","EEF1A lysine methyltransferase 2","HGNC:33787","10q26.13"
"C5orf45","Previous symbol","MRNIP","MRN complex interacting protein","HGNC:30817","5q35.3"
"MURC","Previous symbol","CAVIN4","caveolae associated protein 4","HGNC:33742","9q31.1"
"LOC729678","Unmatched","","","",""
"C15orf57","Previous symbol","CCDC32","coiled-coil domain containing 32","HGNC:28295","15q15.1"
"C22orf13","Previous symbol","GUCD1","guanylyl cyclase domain containing 1","HGNC:14237","22q11.23"
"FAM40B","Previous symbol","STRIP2","striatin interacting protein 2","HGNC:22209","7q32.1"
"LOC650368","Unmatched","","","",""
"LOC729234","Unmatched","","","",""
"ZNF322B","Previous symbol","ZNF322P1","zinc finger protein 322 pseudogene 1","HGNC:14003","9q22.33"
"C6orf221","Previous symbol","KHDC3L","KH domain containing 3 like, subcortical maternal complex member","HGNC:33699","6q13"
"C17orf87","Previous symbol","SCIMP","SLP adaptor and CSK interacting membrane protein","HGNC:33504","17p13.2"
"LOC730101","Unmatched","","","",""
"DEM1","Previous symbol","EXO5","exonuclease 5","HGNC:26115","1p34.2"
"METTL12","Previous symbol","CSKMT","citrate synthase lysine methyltransferase","HGNC:33113","11q12.3"
"GNB2L1","Previous symbol","RACK1","receptor for activated C kinase 1","HGNC:4399","5q35.3"
"PLDN","Previous symbol","BLOC1S6","biogenesis of lysosomal organelles complex 1 subunit 6","HGNC:8549","15q21.1"
"SNORA76","Previous symbol","SNORA50C","small nucleolar RNA, H/ACA box 50C","HGNC:32662","17q23.3"
"LOC646214","Unmatched","","","",""
"UBE2CBP","Previous symbol","UBE3D","ubiquitin protein ligase E3D","HGNC:21381","6q14.1"
"LOC100130000","Unmatched","","","",""
"LOC729156","Unmatched","","","",""
"Magmas","Alias symbol","PAM16","presequence translocase associated motor 16","HGNC:29679","16p13.3"
"MAP3K7IP2","Previous symbol","TAB2","TGF-beta activated kinase 1 (MAP3K7) binding protein 2","HGNC:17075","6q25.1"
"FAM48A","Previous symbol","SUPT20H","SPT20 homolog, SAGA complex component","HGNC:20596","13q13.3"
"LOC100270746","Unmatched","","","",""
"MGC16025","Unmatched","","","",""
"LOC100133985","Alias symbol","LINC01816","long intergenic non-protein coding RNA 1816","HGNC:52621","2p13.3"
"SNORD85","Previous symbol","SNORD103C","small nucleolar RNA, C/D box 103C","HGNC:32744","1p35.2"
"LOC415056","Unmatched","","","",""
"DSCR3","Previous symbol","VPS26C","VPS26 endosomal protein sorting factor C","HGNC:3044","21q22.13"
"C7orf36","Previous symbol","YAE1","YAE1 maturation factor of ABCE1","HGNC:24857","7p14.1"
"SFRS9","Previous symbol","SRSF9","serine and arginine rich splicing factor 9","HGNC:10791","12q24.31"
"SPINK5L3","Alias symbol","SPINK13","serine peptidase inhibitor Kazal type 13","HGNC:27200","5q32"
"LOC100133315","Unmatched","","","",""
"C9orf169","Previous symbol","CYSRT1","cysteine rich tail 1","HGNC:30529","9q34.3"
"C20orf43","Previous symbol","RTF2","replication termination factor 2","HGNC:15890","20q13.31"
"C20orf12","Previous symbol","DZANK1","double zinc ribbon and ankyrin repeat domains 1","HGNC:15858","20p11.23"
"LOC341056","Unmatched","","","",""
"FAM35A","Previous symbol","SHLD2","shieldin complex subunit 2","HGNC:28773","10q23.2"
"RG9MTD2","Previous symbol","TRMT10A","tRNA methyltransferase 10A","HGNC:28403","4q23"
"FAM21C","Previous symbol","WASHC2C","WASH complex subunit 2C","HGNC:23414","10q11.22"
"CCBL1","Previous symbol","KYAT1","kynurenine aminotransferase 1","HGNC:1564","9q34.11"
"C10orf78","Previous symbol","SFR1","SWI5 dependent homologous recombination repair protein 1","HGNC:29574","10q25.1"
"EP400NL","Previous symbol","EP400P1","EP400 pseudogene 1","HGNC:26602","12q24.33"
"KIAA1715","Previous symbol","LNPK","lunapark, ER junction formation factor","HGNC:21610","2q31.1"
"C7orf28B","Previous symbol","CCZ1B","CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated","HGNC:21717","7p22.1"
"KIAA1009","Previous symbol","CEP162","centrosomal protein 162","HGNC:21107","6q14.2-q14.3"
"SDCCAG10","Previous symbol","CWC27","CWC27 spliceosome associated cyclophilin","HGNC:10664","5q12.3"
"SFRS12IP1","Previous symbol","SREK1IP1","SREK1 interacting protein 1","HGNC:26716","5q12.3"
"C6orf57","Previous symbol","SDHAF4","succinate dehydrogenase complex assembly factor 4","HGNC:20957","6q13"
"PLAC2","Previous symbol","TINCR","TINCR ubiquitin domain containing","HGNC:14607","19p13.3"
"CDC10L","Previous symbol","SEPTIN7P9","septin 7 pseudogene 9","HGNC:30810","10p11.1"
"C4orf12","Previous symbol","WDFY3-AS2","WDFY3 antisense RNA 2","HGNC:21603","4q21.23"
"LOC144776","Unmatched","","","",""
"DDX39","Previous symbol","DDX39A","DExD-box helicase 39A","HGNC:17821","19p13.12"
"LOC100134229","Unmatched","","","",""
"JHDM1D","Previous symbol","KDM7A","lysine demethylase 7A","HGNC:22224","7q34"
"CXorf59","Previous symbol","CFAP47","cilia and flagella associated protein 47","HGNC:26708","Xp21.1"
"CASC5","Previous symbol","KNL1","kinetochore scaffold 1","HGNC:24054","15q15.1"
"GOLGA2L1","Previous symbol","GOLGA2P5","GOLGA2 pseudogene 5","HGNC:25315","12q23.1"
"FAM71F2","Previous symbol","GARIN1A","golgi associated RAB2 interactor 1A","HGNC:27998","7q32.1"
"DGCR9","Previous symbol","DGCR5","DiGeorge syndrome critical region gene 5","HGNC:16757","22q11.21"
"C5orf28","Previous symbol","TMEM267","transmembrane protein 267","HGNC:26139","5p12"
"FLJ45445","Unmatched","","","",""
"LOC728411","Unmatched","","","",""
"PRMT10","Previous symbol","PRMT9","protein arginine methyltransferase 9","HGNC:25099","4q31.23"
"C15orf23","Previous symbol","KNSTRN","kinetochore localized astrin (SPAG5) binding protein","HGNC:30767","15q15.1"
"SGOL2","Previous symbol","SGO2","shugoshin 2","HGNC:30812","2q33.1"
"FAM125A","Previous symbol","MVB12A","multivesicular body subunit 12A","HGNC:25153","19p13.11"
"LOC100133161","Unmatched","","","",""
"FLJ30679","Unmatched","","","",""
"C12orf48","Previous symbol","PARPBP","PARP1 binding protein","HGNC:26074","12q23.2"
"KIAA1797","Previous symbol","FOCAD","focadhesin","HGNC:23377","9p21.3"
"KIAA1737","Previous symbol","CIPC","CLOCK interacting pacemaker","HGNC:20365","14q24.3"
"MUDENG","Previous symbol","AP5M1","adaptor related protein complex 5 subunit mu 1","HGNC:20192","14q22.3"
"EFHA1","Previous symbol","MICU2","mitochondrial calcium uptake 2","HGNC:31830","13q12.11"
"AGXT2L1","Previous symbol","ETNPPL","ethanolamine-phosphate phospho-lyase","HGNC:14404","4q25"
"C20orf71","Previous symbol","BPIFA3","BPI fold containing family A member 3","HGNC:16204","20q11.21"
"LOC338588","Unmatched","","","",""
